payment_id,customer_id,payment_method,date,amount
8609,290,online wallet,2021-06-17 16:01:31,83.28
8610,526,internet banking,2020-07-23 03:20:11,32.8
8611,169,bank card online,2021-05-20 06:18:41,47.75
8612,621,auto payment from a bank card,2019-09-14 19:43:47,39.48
8613,979,online wallet,2021-01-27 15:16:59,153.31
8614,272,internet banking,2021-05-03 00:52:51,78.42
8615,677,internet banking,2020-05-20 13:35:13,37.33
8616,892,internet banking,2019-02-28 05:49:01,40.85
8617,672,bank card online,2020-02-10 01:47:20,42.91
8618,773,ATM,2019-02-02 20:26:11,45.8
8619,494,bank card online,2020-07-21 00:42:53,34.35
8620,32,internet banking,2019-03-19 01:59:09,40.99
8621,934,bank card online,2020-08-14 19:19:07,33.86
8622,66,bank card online,2021-01-18 20:14:30,54.62
8623,468,bank card online,2019-02-03 18:08:46,26.79
8625,432,internet banking,2019-01-16 13:43:02,46.08
8626,190,internet banking,2019-11-08 21:03:54,17.81
8627,404,internet banking,2021-05-08 18:37:06,27.54
8628,942,auto payment from a bank card,2021-10-04 20:48:58,38.21
8629,26,online wallet,2021-07-03 02:20:19,27.54
8630,616,internet banking,2021-05-19 08:18:07,29.32
8631,854,sms payments,2021-02-07 15:33:41,65.3
8632,968,auto payment from a bank card,2020-12-25 08:11:49,46.39
8633,564,auto payment from a bank card,2019-01-04 03:10:51,60.28
8634,547,bank card online,2019-03-06 05:05:58,93.75
8635,970,online wallet,2019-01-23 17:42:49,133.68
8637,278,internet banking,2019-06-13 11:38:05,53.65
8638,412,internet banking,2021-04-08 23:50:00,28.42
8639,673,bank card online,2020-06-27 11:19:28,50.72
8640,401,online wallet,2020-09-14 18:41:13,36.78
8642,448,payment in stores,2019-08-17 02:49:24,35.83
8643,410,internet banking,2019-03-21 09:25:48,32.84
8644,79,bank card online,2020-05-21 01:53:55,15.63
8645,190,internet banking,2021-06-15 21:56:45,67.97
8646,56,payment in stores,2019-03-12 05:10:19,71.15
8647,864,auto payment from a bank card,2019-01-13 01:08:10,56.96
8649,61,sms payments,2019-09-16 20:17:13,83.12
8651,876,auto payment from a bank card,2019-04-16 20:32:46,97.42
8652,675,online wallet,2019-10-16 00:00:22,32.92
8653,375,auto payment from a bank card,2019-03-18 17:01:41,64.79
8654,593,bank card online,2020-10-28 10:47:09,50.27
8655,53,internet banking,2019-08-25 15:22:35,82.19
8656,86,bank card online,2021-07-21 20:19:32,37.03
8657,612,auto payment from a bank card,2021-04-25 00:42:53,46.21
8658,822,ATM,2019-05-05 21:41:51,57.01
8659,194,bank card online,2020-09-05 01:00:27,86.16
8660,174,ATM,2021-05-18 15:49:23,32.26
8661,666,ATM,2021-04-25 13:23:26,36.9
8665,209,auto payment from a bank card,2020-07-01 18:27:30,198.29
8666,98,bank card online,2019-12-15 06:04:41,72.45
8667,668,bank card online,2020-06-03 23:51:52,42.37
8668,19,online wallet,2019-01-20 17:28:47,122.96
8669,988,auto payment from a bank card,2021-10-24 17:30:55,39.02
8670,786,internet banking,2019-08-24 20:31:47,90.69
8671,722,bank card online,2019-01-22 01:38:26,61.89
8673,673,online wallet,2020-01-28 12:49:21,36.35
8676,863,bank card online,2020-01-24 00:05:21,10.71
8677,915,bank card online,2020-05-24 15:54:37,80.97
8679,774,auto payment from a bank card,2021-07-23 13:44:25,82.0
8680,456,internet banking,2021-04-14 00:06:47,96.55
8681,711,auto payment from a bank card,2019-04-15 19:07:10,22.57
8682,688,auto payment from a bank card,2020-12-27 02:38:10,41.05
8683,606,online wallet,2020-02-12 08:36:29,14.59
8684,890,internet banking,2019-12-08 05:53:24,47.55
8685,928,auto payment from a bank card,2019-04-08 01:15:14,82.58
8686,441,bank card online,2021-05-30 09:53:02,121.18
8687,983,internet banking,2019-01-01 09:01:56,25.06
8688,306,online wallet,2020-09-23 08:23:50,131.18
8689,187,internet banking,2021-02-16 14:11:06,114.57
8690,185,internet banking,2020-07-18 04:33:11,48.38
8691,927,internet banking,2019-08-04 02:38:41,53.36
8692,124,auto payment from a bank card,2021-06-27 07:14:36,70.53
8693,287,online wallet,2020-02-20 11:02:08,79.34
8694,822,online wallet,2021-06-17 00:05:19,77.24
8695,774,bank card online,2020-01-26 12:32:04,68.48
8697,50,bank card online,2019-01-25 10:10:10,28.17
8698,150,ATM,2021-07-09 12:09:39,118.04
8699,779,online wallet,2020-01-21 17:04:36,26.25
8702,525,auto payment from a bank card,2020-07-05 07:37:37,18.7
8703,494,online wallet,2020-05-17 18:26:47,85.81
8704,515,sms payments,2019-09-15 20:30:27,67.17
8705,775,internet banking,2021-03-06 04:47:55,35.58
8706,135,auto payment from a bank card,2020-02-16 05:42:25,60.9
8707,615,internet banking,2020-10-25 12:42:17,121.18
8708,957,sms payments,2020-06-23 14:01:08,61.91
8709,60,auto payment from a bank card,2019-11-13 11:24:17,197.25
8710,956,bank card online,2021-07-14 17:53:45,64.92
8711,215,internet banking,2019-07-21 01:48:41,39.79
8712,496,bank card online,2021-08-18 08:52:44,31.31
8713,579,bank card online,2021-08-01 18:13:47,10.9
8715,623,bank card online,2020-06-09 09:47:47,48.8
8716,856,ATM,2021-05-29 16:46:49,54.89
8718,262,internet banking,2020-04-18 01:36:43,28.44
8719,865,auto payment from a bank card,2020-05-14 23:32:54,62.82
8720,732,internet banking,2021-10-01 02:53:14,55.52
8721,845,bank card online,2019-10-28 15:08:43,84.0
8724,996,online wallet,2020-05-02 02:43:55,18.11
8725,607,auto payment from a bank card,2021-04-06 02:17:08,111.32
8726,87,bank card online,2019-03-05 18:51:12,60.67
8727,18,internet banking,2020-08-26 13:09:15,55.91
8728,797,ATM,2020-01-03 00:07:52,50.03
8729,163,internet banking,2020-09-05 19:23:15,41.51
8731,912,online wallet,2021-05-20 21:29:25,124.63
8732,569,internet banking,2021-12-23 07:47:34,52.33
8734,145,internet banking,2019-01-11 15:52:44,46.13
8735,406,bank card online,2021-12-25 00:11:27,39.16
8736,944,bank card online,2020-08-17 09:27:38,62.48
8737,675,internet banking,2021-07-21 14:33:19,125.9
8738,398,internet banking,2021-12-02 10:21:54,106.15
8739,742,internet banking,2021-07-18 11:25:28,83.83
8742,105,online wallet,2021-07-12 07:38:10,41.94
8744,619,sms payments,2020-08-31 12:20:10,56.02
8746,806,internet banking,2021-11-09 06:34:36,37.77
8748,747,bank card online,2019-08-17 13:58:10,62.38
8749,558,bank card online,2021-10-13 05:53:26,50.24
8750,751,payment in stores,2021-08-28 20:21:28,113.32
8751,274,auto payment from a bank card,2021-12-08 07:24:46,92.48
8753,97,bank card online,2020-04-02 05:18:53,79.34
8754,934,internet banking,2020-08-20 22:02:42,93.93
8755,764,auto payment from a bank card,2019-12-25 15:24:16,113.7
8756,518,internet banking,2019-10-24 22:36:19,39.61
8757,250,auto payment from a bank card,2021-03-09 07:50:51,112.41
8758,207,internet banking,2019-03-23 20:17:15,73.72
8759,617,online wallet,2021-06-29 01:21:56,55.33
8760,873,internet banking,2021-09-26 18:33:31,52.74
8761,692,bank card online,2021-07-29 18:59:53,45.35
8762,913,online wallet,2019-07-11 00:44:12,36.02
8763,363,online wallet,2021-09-04 16:18:33,27.99
8764,112,internet banking,2021-05-19 04:20:18,13.27
8765,309,bank card online,2021-10-20 19:22:39,18.04
8766,49,internet banking,2021-06-22 05:46:09,60.12
8768,445,auto payment from a bank card,2020-05-30 05:15:27,31.45
8769,858,internet banking,2021-11-09 11:02:45,32.13
8772,479,internet banking,2021-08-01 14:48:42,39.28
8773,739,payment in stores,2020-05-31 04:25:38,81.11
8774,20,online wallet,2021-10-20 17:19:41,14.74
8775,881,auto payment from a bank card,2019-05-28 11:54:20,33.76
8776,659,payment in stores,2021-11-10 14:33:28,34.46
8777,566,internet banking,2021-10-04 16:30:53,21.64
8778,33,internet banking,2019-08-08 23:28:57,29.79
8779,254,online wallet,2020-10-16 22:35:21,20.73
8780,604,bank card online,2020-09-18 06:27:50,75.44
8781,120,payment in stores,2020-03-14 13:45:52,59.44
8782,515,payment in stores,2019-10-03 17:35:39,57.7
8783,704,internet banking,2021-10-30 22:33:06,32.55
8784,125,bank card online,2019-08-15 05:40:57,94.41
8785,702,online wallet,2021-12-28 01:41:34,37.26
8786,144,bank card online,2021-01-02 09:56:57,51.28
8788,612,bank card online,2019-11-11 07:55:05,86.93
8789,1000,internet banking,2019-05-24 15:55:55,210.38
8790,607,online wallet,2019-04-08 12:31:55,188.95
8791,191,online wallet,2021-11-13 02:45:07,17.05
8792,189,bank card online,2020-01-03 05:50:30,20.27
8793,22,auto payment from a bank card,2019-11-08 04:31:24,61.85
8794,851,payment in stores,2021-03-18 21:09:05,54.21
8796,18,bank card online,2019-11-02 03:58:22,36.27
8797,279,online wallet,2021-06-02 07:38:50,112.9
8798,528,online wallet,2021-01-11 16:19:33,80.95
8799,470,internet banking,2021-02-17 14:20:41,64.86
8800,75,auto payment from a bank card,2021-04-22 13:03:57,48.34
8801,543,internet banking,2020-11-07 00:22:14,56.33
8802,848,auto payment from a bank card,2020-01-02 23:57:22,16.3
8803,758,internet banking,2021-02-05 20:59:53,35.59
8804,392,internet banking,2020-08-28 13:32:37,36.34
8805,781,auto payment from a bank card,2020-08-05 15:05:01,127.73
8806,896,ATM,2019-11-21 02:43:04,25.21
8807,922,internet banking,2021-10-26 14:04:28,58.71
8808,857,bank card online,2021-10-02 22:45:48,80.12
8809,360,bank card online,2021-08-28 20:03:42,37.89
8810,50,internet banking,2019-01-11 07:28:41,26.81
8811,644,payment in stores,2021-03-12 04:55:53,121.72
8812,816,online wallet,2019-05-15 12:44:30,54.95
8813,982,internet banking,2021-06-04 15:21:12,82.1
8814,200,online wallet,2019-07-26 19:32:20,99.64
8815,427,ATM,2019-06-08 07:57:01,48.97
8816,76,online wallet,2019-12-23 19:40:10,87.51
8817,590,auto payment from a bank card,2020-07-19 06:51:30,84.86
8818,331,internet banking,2020-08-03 14:32:22,57.05
8819,705,payment in stores,2020-07-25 05:32:52,88.04
8820,786,internet banking,2020-11-10 23:44:31,111.27
8821,810,bank card online,2021-04-14 23:08:07,50.16
8823,683,sms payments,2021-07-17 17:48:10,35.57
8824,308,payment in stores,2019-11-02 06:04:18,154.94
8825,307,internet banking,2021-08-09 23:58:11,51.78
8826,97,internet banking,2021-04-05 00:41:35,34.46
8827,92,online wallet,2021-11-01 21:46:59,95.74
8828,606,payment in stores,2020-11-11 09:53:55,63.16
8830,443,internet banking,2020-11-23 17:36:45,38.17
8831,649,online wallet,2019-12-22 21:34:59,65.09
8832,621,auto payment from a bank card,2019-11-08 07:57:14,79.43
8833,958,online wallet,2020-07-04 19:04:36,23.45
8834,973,internet banking,2021-09-04 04:09:15,31.76
8836,506,internet banking,2021-10-05 12:44:04,33.01
8838,747,internet banking,2021-03-01 16:35:20,87.24
8840,858,online wallet,2020-11-05 17:17:05,85.43
8841,363,internet banking,2021-05-28 11:53:30,40.49
8842,125,auto payment from a bank card,2019-11-15 21:25:33,54.62
8843,714,ATM,2021-05-05 12:45:52,63.93
8844,14,bank card online,2020-05-03 15:28:32,47.69
8845,910,internet banking,2020-03-21 02:28:49,97.22
8846,287,auto payment from a bank card,2020-01-15 06:58:17,100.06
8847,509,internet banking,2021-08-12 07:26:19,24.19
8848,471,internet banking,2020-04-22 06:19:39,78.88
8849,312,internet banking,2021-06-26 21:09:58,102.63
8851,485,bank card online,2021-07-20 18:13:23,80.1
8852,580,internet banking,2020-11-26 03:22:39,57.16
8853,797,internet banking,2021-11-16 00:05:56,176.25
8854,229,bank card online,2021-12-04 04:58:05,62.94
8855,241,internet banking,2019-09-05 10:39:11,136.33
8857,668,internet banking,2019-09-12 03:35:19,22.01
8858,82,internet banking,2019-02-21 10:56:59,20.46
8859,382,online wallet,2019-12-15 07:32:28,28.33
8860,45,internet banking,2021-08-23 10:05:28,52.72
8861,850,internet banking,2021-11-20 15:53:23,28.83
8864,860,internet banking,2020-10-20 15:15:41,30.05
8865,501,internet banking,2020-08-20 22:50:45,34.85
8866,258,auto payment from a bank card,2021-03-28 18:11:08,57.32
8869,809,auto payment from a bank card,2021-11-18 04:52:38,40.33
8870,751,bank card online,2021-01-19 10:32:25,24.08
8871,782,payment in stores,2021-06-28 07:37:05,64.81
8872,729,internet banking,2020-09-20 01:59:05,47.39
8873,897,bank card online,2019-11-11 23:24:31,127.05
8874,5,internet banking,2021-08-06 07:33:30,96.95
8875,353,internet banking,2020-06-29 20:02:15,60.75
8876,558,online wallet,2019-12-13 08:27:19,42.92
8877,897,online wallet,2019-08-29 22:53:23,63.81
8878,606,internet banking,2020-06-20 22:16:18,28.44
8879,410,internet banking,2019-02-14 20:42:29,91.7
8880,714,online wallet,2019-08-04 12:02:04,69.43
8881,397,online wallet,2021-11-11 19:03:25,53.95
8883,681,bank card online,2020-06-25 21:08:02,21.73
8884,387,internet banking,2019-03-26 21:36:35,43.42
8885,184,internet banking,2019-07-28 08:30:55,51.88
8886,249,auto payment from a bank card,2020-03-19 18:06:02,54.24
8887,675,internet banking,2021-01-18 15:30:01,20.14
8888,279,auto payment from a bank card,2019-06-04 00:13:51,28.48
8889,58,internet banking,2021-11-30 23:49:17,50.04
8891,86,auto payment from a bank card,2021-06-25 13:22:17,32.89
8892,640,payment in stores,2019-02-04 07:23:32,21.77
8893,20,bank card online,2020-08-03 23:15:03,26.26
8894,79,auto payment from a bank card,2019-09-21 08:19:50,59.24
8895,564,internet banking,2019-03-06 18:28:22,35.54
8897,918,online wallet,2021-05-09 07:58:59,57.95
8898,839,online wallet,2021-12-26 16:53:01,45.77
8899,317,bank card online,2021-10-13 00:19:00,77.07
8900,814,internet banking,2019-09-24 21:43:28,47.54
8901,923,bank card online,2019-08-23 02:40:56,89.33
8902,274,online wallet,2021-04-20 04:10:42,30.71
8904,904,internet banking,2021-06-12 00:59:12,114.11
8905,838,online wallet,2021-01-02 23:56:47,69.65
8906,963,internet banking,2021-04-09 13:39:37,129.44
8907,828,internet banking,2021-07-05 07:32:27,45.31
8908,210,internet banking,2020-11-30 11:29:06,44.48
8909,849,internet banking,2019-11-30 12:58:50,82.21
8910,50,internet banking,2019-11-09 00:41:09,110.74
8911,393,internet banking,2019-01-07 00:23:20,26.53
8912,65,bank card online,2020-12-10 04:41:08,50.08
8915,138,bank card online,2020-11-05 08:49:10,37.34
8916,508,internet banking,2021-04-23 11:37:35,89.62
8917,905,bank card online,2021-09-04 12:12:17,34.68
8918,121,bank card online,2020-11-29 08:47:46,40.6
8919,983,bank card online,2019-01-05 13:51:52,32.49
8922,674,internet banking,2021-07-28 15:33:52,61.78
8923,382,internet banking,2021-09-22 12:18:51,113.7
8924,622,bank card online,2021-12-12 17:03:05,67.34
8926,846,internet banking,2019-06-21 06:08:05,12.53
8927,933,internet banking,2019-01-19 14:15:32,84.27
8930,585,internet banking,2020-10-20 13:38:32,57.99
8931,1,ATM,2021-08-10 11:21:21,107.29
8932,492,auto payment from a bank card,2020-12-12 00:33:50,104.54
8933,385,internet banking,2021-09-10 17:58:45,26.44
8934,59,bank card online,2021-11-20 07:06:03,35.25
8935,734,bank card online,2019-06-22 13:51:47,199.81
8936,647,auto payment from a bank card,2019-10-30 05:43:42,35.78
8937,568,internet banking,2021-12-18 08:06:50,32.19
8938,610,auto payment from a bank card,2020-06-20 03:53:30,25.34
8939,653,ATM,2021-04-04 22:10:48,142.71
8941,65,internet banking,2021-11-11 11:12:52,118.27
8942,992,internet banking,2020-05-04 10:33:57,11.87
8943,722,internet banking,2020-08-03 23:09:21,32.06
8944,301,internet banking,2021-07-14 14:33:59,85.26
8945,420,auto payment from a bank card,2020-06-08 05:17:17,11.0
8948,448,internet banking,2019-04-09 21:49:32,180.78
8949,548,bank card online,2020-04-09 05:40:21,27.74
8950,976,ATM,2020-01-04 06:14:53,35.8
8951,82,bank card online,2021-05-02 07:34:08,55.8
8952,566,online wallet,2021-10-02 11:31:05,77.36
8953,816,sms payments,2019-05-03 15:19:49,28.41
8954,433,internet banking,2021-02-04 02:09:43,44.63
8955,517,bank card online,2021-06-12 18:54:51,22.08
8958,572,online wallet,2020-05-29 04:23:39,37.98
8959,851,ATM,2019-09-26 12:18:40,43.13
8960,50,bank card online,2020-04-28 09:49:25,38.47
8961,346,ATM,2021-12-17 13:19:37,35.15
8962,393,auto payment from a bank card,2019-06-15 13:24:29,42.59
8963,397,bank card online,2021-01-10 00:18:46,17.73
8964,865,internet banking,2019-08-07 07:42:45,30.04
8965,496,internet banking,2021-12-02 08:30:45,42.58
8966,444,payment in stores,2021-03-25 20:14:54,179.54
8967,193,sms payments,2019-03-22 16:01:57,39.19
8968,251,internet banking,2021-01-10 23:28:53,134.8
8970,835,internet banking,2021-10-30 17:43:31,353.49
8972,709,sms payments,2021-05-31 06:43:12,67.39
8973,880,payment in stores,2021-05-27 15:42:02,28.39
8974,173,auto payment from a bank card,2019-04-11 02:16:20,19.76
8975,93,internet banking,2021-04-09 12:34:37,66.89
8977,135,bank card online,2019-09-14 04:41:50,39.83
8979,315,internet banking,2020-02-23 14:26:20,354.16
8981,278,online wallet,2021-04-24 20:53:23,27.39
8983,312,internet banking,2019-04-21 06:25:32,43.6
8984,508,internet banking,2021-11-17 05:16:56,32.58
8985,150,auto payment from a bank card,2021-04-02 11:19:27,73.75
8986,562,bank card online,2020-01-19 13:21:41,72.37
8987,538,internet banking,2020-05-14 06:09:15,23.8
8988,722,internet banking,2020-09-24 21:22:44,21.66
8991,745,online wallet,2019-12-13 03:01:09,50.66
8992,156,internet banking,2021-10-05 10:34:11,156.56
8993,140,online wallet,2020-11-27 03:06:08,34.82
8994,888,auto payment from a bank card,2019-08-04 11:23:47,61.3
8995,595,bank card online,2020-06-30 11:02:52,30.18
8996,374,auto payment from a bank card,2019-09-24 06:40:20,24.15
8998,78,internet banking,2019-02-20 21:19:16,43.69
8999,503,internet banking,2021-05-18 05:51:31,36.27
9000,544,auto payment from a bank card,2021-07-22 03:36:54,21.7
9001,548,online wallet,2019-02-23 21:42:32,184.58
9002,322,online wallet,2021-05-25 17:19:02,54.83
9003,997,internet banking,2019-06-15 12:09:33,36.57
9004,622,internet banking,2020-11-02 21:10:23,31.33
9005,197,auto payment from a bank card,2019-11-04 12:47:16,77.65
9006,974,internet banking,2021-11-12 03:05:11,47.2
9007,483,online wallet,2020-06-07 15:42:57,49.02
9008,212,internet banking,2019-01-01 02:17:22,65.29
9011,408,online wallet,2020-12-21 12:43:39,159.45
9012,754,internet banking,2020-01-12 03:53:09,46.21
9013,503,bank card online,2020-09-17 06:48:37,149.69
9014,258,payment in stores,2019-10-21 19:53:33,100.83
9015,728,online wallet,2020-02-09 13:06:39,41.58
9018,47,internet banking,2019-12-16 15:03:26,68.63
9019,991,online wallet,2019-08-30 12:44:00,69.75
9020,379,bank card online,2021-12-13 18:04:02,42.74
9021,582,auto payment from a bank card,2021-11-09 21:42:22,48.38
9022,12,internet banking,2019-03-02 08:26:37,104.43
9024,336,internet banking,2021-07-06 17:34:18,98.75
9025,611,auto payment from a bank card,2019-12-31 02:48:53,320.87
9026,714,payment in stores,2020-10-23 20:10:38,20.75
9027,298,bank card online,2020-12-06 01:36:35,32.4
9028,755,online wallet,2020-04-01 10:02:27,49.61
9029,291,sms payments,2021-09-16 20:55:38,23.09
9030,779,online wallet,2021-06-13 00:42:58,188.95
9031,982,internet banking,2021-11-15 07:55:06,45.04
9032,636,payment in stores,2019-05-25 05:04:39,37.34
9033,401,ATM,2021-05-04 07:54:46,30.52
9036,776,internet banking,2021-03-22 03:58:54,59.23
9037,192,internet banking,2019-07-29 04:46:08,51.71
9039,66,bank card online,2021-03-08 00:49:01,86.56
9040,18,online wallet,2019-09-04 15:41:04,71.4
9043,200,bank card online,2020-08-15 11:46:55,21.83
9045,946,bank card online,2019-08-12 00:09:52,27.89
9046,213,bank card online,2019-07-09 14:56:52,44.7
9047,203,sms payments,2019-07-19 09:21:36,89.22
9049,59,bank card online,2021-12-30 16:25:47,83.1
9050,714,bank card online,2021-04-07 04:31:19,44.03
9052,786,internet banking,2020-03-23 03:47:47,96.93
9053,773,auto payment from a bank card,2021-01-03 17:38:39,24.55
9054,736,online wallet,2020-08-27 16:19:31,57.27
9055,633,online wallet,2019-10-23 19:19:14,36.71
9056,857,internet banking,2021-12-30 08:26:52,44.19
9057,922,internet banking,2020-06-15 12:44:16,40.0
9058,565,internet banking,2021-02-10 06:24:16,21.59
9059,292,auto payment from a bank card,2021-07-04 23:07:10,58.14
9060,868,internet banking,2021-06-18 06:28:33,26.93
9061,842,online wallet,2020-06-28 18:22:44,36.24
9062,312,auto payment from a bank card,2021-10-20 23:12:36,35.94
9063,645,internet banking,2021-02-15 07:18:37,40.06
9065,683,auto payment from a bank card,2020-12-06 19:59:10,52.34
9066,611,bank card online,2021-12-16 03:54:05,112.41
9068,878,auto payment from a bank card,2021-03-15 20:27:36,67.15
9069,832,online wallet,2021-12-19 06:12:55,33.35
9070,402,internet banking,2020-05-28 07:54:48,81.53
9071,39,online wallet,2021-05-05 23:41:40,69.59
9072,877,bank card online,2020-05-26 17:56:56,46.62
9073,811,auto payment from a bank card,2021-12-02 10:48:55,26.13
9074,191,online wallet,2019-08-05 10:44:18,91.7
9076,829,payment in stores,2020-10-24 07:09:50,35.42
9077,520,sms payments,2019-01-06 06:56:36,55.98
9078,840,internet banking,2020-05-17 23:34:20,25.79
9079,185,bank card online,2021-03-11 19:59:25,36.02
9080,213,online wallet,2019-09-29 10:09:09,20.43
9081,949,internet banking,2020-03-10 06:49:53,18.29
9082,832,internet banking,2019-12-04 10:11:28,69.65
9083,594,online wallet,2021-11-10 12:48:04,77.76
9084,723,internet banking,2019-04-28 21:36:52,32.2
9086,841,online wallet,2021-05-09 05:28:58,39.57
9087,826,auto payment from a bank card,2021-01-27 17:43:36,73.13
9088,721,bank card online,2021-11-10 18:34:30,13.88
9089,445,auto payment from a bank card,2020-08-25 04:21:20,106.06
9090,513,internet banking,2019-06-07 18:07:39,54.14
9091,454,internet banking,2021-08-09 02:07:49,80.12
9092,472,internet banking,2021-01-31 02:53:00,53.74
9093,548,online wallet,2020-08-27 16:46:24,38.71
9094,382,online wallet,2019-05-15 22:15:12,42.35
9095,688,bank card online,2021-01-12 21:05:17,53.15
9096,499,bank card online,2019-04-23 04:42:38,36.75
9097,446,bank card online,2019-01-06 13:28:31,44.58
9098,412,auto payment from a bank card,2020-12-08 23:37:05,97.99
9099,754,bank card online,2020-01-30 21:02:42,36.78
9100,930,bank card online,2021-05-24 11:37:12,67.3
9101,896,internet banking,2020-08-24 12:01:01,27.02
9102,41,internet banking,2019-12-03 21:17:35,38.37
9103,342,bank card online,2019-08-01 06:37:00,32.1
9104,60,sms payments,2020-03-03 01:38:11,73.17
9106,730,auto payment from a bank card,2021-02-08 07:33:32,40.12
9107,860,online wallet,2021-04-06 06:11:08,67.08
9108,751,auto payment from a bank card,2021-05-04 03:06:04,55.4
9109,543,auto payment from a bank card,2021-10-18 22:41:03,46.59
9110,116,auto payment from a bank card,2019-06-22 22:19:42,33.01
9111,937,bank card online,2021-02-07 02:09:50,13.35
9112,268,online wallet,2019-05-21 19:53:28,43.26
9113,420,online wallet,2021-12-14 02:37:22,99.92
9114,95,payment in stores,2021-03-13 13:47:36,77.61
9115,129,auto payment from a bank card,2021-12-21 15:06:05,138.88
9116,963,online wallet,2021-06-17 09:06:31,22.56
9117,78,internet banking,2021-07-13 14:23:02,73.44
9118,991,bank card online,2019-06-02 13:56:43,48.21
9119,857,online wallet,2019-03-25 02:10:46,62.04
9120,727,auto payment from a bank card,2020-01-29 17:43:32,10.4
9121,739,internet banking,2020-12-26 06:37:46,94.51
9122,891,internet banking,2020-09-09 00:21:50,36.48
9123,198,bank card online,2021-09-29 08:52:40,16.12
9126,518,internet banking,2019-02-23 14:40:52,22.88
9127,600,sms payments,2020-03-26 23:35:45,39.96
9128,646,internet banking,2020-10-30 02:13:42,58.41
9129,235,bank card online,2019-06-08 22:18:52,32.54
9130,918,internet banking,2021-08-31 04:32:39,105.53
9131,538,bank card online,2021-04-24 22:12:01,100.15
9133,651,bank card online,2021-04-20 23:56:08,118.05
9134,499,online wallet,2020-10-14 15:15:09,73.14
9135,170,internet banking,2021-08-01 01:55:34,53.24
9137,430,internet banking,2019-02-28 18:41:08,48.89
9138,583,internet banking,2021-07-05 21:58:07,23.95
9140,393,internet banking,2019-07-25 19:43:00,48.47
9141,985,online wallet,2019-11-20 02:04:47,184.58
9143,336,internet banking,2020-10-21 23:20:04,56.13
9144,885,auto payment from a bank card,2020-11-07 13:53:05,55.14
9146,998,online wallet,2019-02-18 14:46:18,50.08
9147,912,internet banking,2020-01-08 21:17:51,50.01
9148,640,auto payment from a bank card,2019-01-29 12:27:45,33.66
9150,225,bank card online,2020-12-16 14:38:27,23.17
9151,936,online wallet,2019-09-30 08:46:26,47.26
9153,732,internet banking,2021-11-30 12:46:49,97.4
9154,616,ATM,2019-08-12 14:04:32,22.86
9155,74,online wallet,2019-09-10 14:07:30,53.14
9156,590,internet banking,2019-09-12 03:00:19,66.57
9158,126,internet banking,2021-04-04 14:14:40,56.05
9159,698,online wallet,2021-03-25 14:05:43,48.31
9160,797,auto payment from a bank card,2020-12-05 23:56:59,106.72
9161,821,payment in stores,2020-02-18 05:23:54,56.59
9162,799,bank card online,2020-10-11 16:44:32,39.91
9163,958,bank card online,2020-05-02 17:47:56,44.58
9164,814,internet banking,2021-01-10 19:03:18,70.09
9165,69,auto payment from a bank card,2019-07-11 17:56:07,44.63
9166,199,internet banking,2019-05-10 10:50:39,74.34
9167,689,bank card online,2020-06-08 01:43:31,118.72
9169,946,online wallet,2019-06-27 04:47:07,52.43
9170,463,online wallet,2020-05-31 20:40:16,47.94
9171,722,bank card online,2021-07-24 22:16:25,69.25
9172,672,internet banking,2019-11-13 04:28:50,399.28
9174,356,internet banking,2021-12-30 17:37:50,70.81
9175,388,bank card online,2021-05-14 22:32:13,34.17
9176,575,auto payment from a bank card,2020-11-19 00:28:18,25.1
9177,272,auto payment from a bank card,2019-06-02 16:21:02,55.14
9178,110,internet banking,2020-11-24 03:06:17,17.49
9179,368,internet banking,2021-11-28 02:10:43,11.63
9180,125,internet banking,2019-07-18 06:05:12,85.16
9181,284,internet banking,2019-09-11 04:55:31,54.98
9182,156,online wallet,2020-03-27 17:41:21,106.83
9183,857,internet banking,2020-09-02 11:34:53,65.09
9184,930,internet banking,2021-12-21 22:24:24,36.27
9185,654,bank card online,2021-05-03 19:51:20,14.06
9186,141,online wallet,2020-01-04 22:58:50,167.96
9187,78,bank card online,2020-10-09 00:50:21,66.3
9188,730,auto payment from a bank card,2021-03-04 13:16:50,110.57
9189,575,online wallet,2020-10-25 20:07:29,33.29
9190,899,online wallet,2021-08-13 09:38:58,121.49
9191,626,payment in stores,2021-05-03 14:51:30,128.83
9192,203,internet banking,2020-03-05 13:55:06,35.95
9194,258,internet banking,2019-07-06 22:47:38,17.19
9195,972,auto payment from a bank card,2021-11-19 21:53:49,59.56
9196,432,bank card online,2019-04-08 12:43:31,77.91
9199,867,internet banking,2019-07-09 16:32:55,44.7
9200,211,online wallet,2021-11-19 02:09:18,21.13
9201,563,bank card online,2021-05-16 20:50:05,38.8
9202,448,internet banking,2019-09-12 00:58:25,21.5
9203,110,auto payment from a bank card,2020-11-19 06:42:11,108.66
9204,934,internet banking,2019-03-30 00:24:29,57.28
9205,829,online wallet,2020-10-17 03:47:28,64.92
9206,127,ATM,2021-08-22 21:26:30,62.87
9207,722,internet banking,2019-05-31 13:54:43,74.17
9208,607,internet banking,2021-02-26 15:55:22,144.72
9209,993,internet banking,2021-06-19 16:30:31,31.33
9210,325,online wallet,2021-05-01 06:41:52,28.1
9211,147,bank card online,2020-02-20 02:44:32,48.47
9212,647,internet banking,2019-04-13 18:37:39,18.07
